x,y,vx,vy,paddle_user.y
119,135,3,-3,217
122,132,3,-3,217
125,129,3,-3,217
128,126,3,-3,217
131,123,3,-3,217
134,120,3,-3,217
137,117,3,-3,217
140,114,3,-3,217
143,111,3,-3,217
146,108,3,-3,217
149,105,3,-3,217
152,102,3,-3,217
155,99,3,-3,217
158,96,3,-3,217
161,93,3,-3,217
164,90,3,-3,217
167,87,3,-3,217
170,84,3,-3,217
173,81,3,-3,217
176,78,3,-3,217
179,75,3,-3,217
182,72,3,-3,217
185,69,3,-3,217
188,66,3,-3,217
191,63,3,-3,217
194,60,3,-3,217
197,57,3,-3,217
200,54,3,-3,217
203,51,3,-3,217
206,48,3,-3,217
209,45,3,-3,217
212,42,3,-3,217
212,42,3,3,217
215,45,3,3,217
218,48,3,3,217
221,51,3,3,217
224,54,3,3,217
227,57,3,3,217
230,60,3,3,217
233,63,3,3,217
236,66,3,3,217
239,69,3,3,217
242,72,3,3,217
245,75,3,3,217
248,78,3,3,217
251,81,3,3,2
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
-37,123,-3,-3,72
-37,123,3,-3,72
3,71
833,453,3,-3,71
836,450,3,-3,71
839,447,3,-3,71
842,444,3,-3,71
845,441,3,-3,71
848,438,3,-3,71
851,435,3,-3,71
854,432,3,-3,71
857,429,3,-3,71
860,426,3,-3,71
863,423,3,-3,71
866,420,3,-3,71
869,417,3,-3,71
872,414,3,-3,71
875,411,3,-3,71
878,408,3,-3,71
881,405,3,-3,71
884,402,3,-3,71
887,399,3,-3,71
890,396,3,-3,71
893,393,3,-3,71
896,390,3,-3,71
899,387,3,-3,71
902,384,3,-3,71
905,381,3,-3,71
908,378,3,-3,71
911,375,3,-3,71
914,372,3,-3,71
917,369,3,-3,71
920,366,3,-3,71
923,363,3,-3,71
926,360,3,-3,71
929,357,3,-3,71
932,354,3,-3,71
935,351,3,-3,71
938,348,3,-3,71
941,345,3,-3,71
944,342,3,-3,71
947,339,3,-3,71
950,336,3,-3,71
953,333,3,-3,71
956,330,3,-3,71
959,327,3,-3,71
962,324,3,-3,71
965,321,3,-3,71
968,318,3,-3,71
971,315,3,-3,71
974,312,3,-3,71
977,309,3,-3,71
980,306,3,-3,71
983,303,3,-3,71
986,300,3,-3,71
989,297,3,-3,71
992,294,3,-3,71
995,291,3,-3,71
998,288,3,-3,71
1001,285,3,-3,71
1004,282,3,-3,71
1007,279,3,-3,71
1010,276,3,-3,71
1013,273,3,-3,71
1016,270,3,-3,71
1019,267,3,-3,71
1022,264,3,-3,71
1025,261,3,-3,71
1028,258,3,-3,71
1031,255,3,-3,71
1034,252,3,-3,71
1037,249,3,-3,71
1040,246,3,-3,71
1043,243,3,-3,71
1046,240,3,-3,71
1049,237,3,-3,71
1052,234,3,-3,71
1055,231,3,-3,71
1058,228,3,-3,71
1061,225,3,-3,71
1064,222,3,-3,71
1067,219,3,-3,71
1070,216,3,-3,71
1073,213,3,-3,71
1076,210,3,-3,71
1079,207,3,-3,71
1082,204,3,-3,71
1085,201,3,-3,71
1088,198,3,-3,71
1091,195,3,-3,71
1094,192,3,-3,71
1097,189,3,-3,71
1100,186,3,-3,71
1103,183,3,-3,71
1106,180,3,-3,71
1109,177,3,-3,71
1112,174,3,-3,71
1115,171,3,-3,71
1118,168,3,-3,71
1121,165,3,-3,71
1124,162,3,-3,71
1127,159,3,-3,71
1130,156,3,-3,71
1133,153,3,-3,71
1136,150,3,-3,71
1139,147,3,-3,71
1142,144,3,-3,71
1145,141,3,-3,71
1148,138,3,-3,71
1151,135,3,-3,71
1154,132,3,-3,71
1157,129,3,-3,71
1160,126,3,-3,71
1160,126,-3,-3,71
1157,123,-3,-3,71
1154,120,-3,-3,71
1151,117,-3,-3,71
1148,114,-3,-3,71
1145,111,-3,-3,71
1142,108,-3,-3,71
1139,105,-3,-3,71
1136,102,-3,-3,71
1133,99,-3,-3,71
1130,96,-3,-3,71
1127,93,-3,-3,71
1124,90,-3,-3,71
1121,87,-3,-3,71
1118,84,-3,-3,71
1115,81,-3,-3,71
1112,78,-3,-3,71
1109,75,-3,-3,71
1106,72,-3,-3,71
1103,69,-3,-3,71
1100,66,-3,-3,71
1097,63,-3,-3,71
1094,60,-3,-3,71
1091,57,-3,-3,71
1088,54,-3,-3,71
1085,51,-3,-3,71
1082,48,-3,-3,71
1079,45,-3,-3,71
1076,42,-3,-3,71
1076,42,-3,3,71
1073,45,-3,3,71
1070,48,-3,3,71
1067,51,-3,3,71
1064,54,-3,3,71
1061,57,-3,3,71
1058,60,-3,3,71
1055,63,-3,3,71
1052,66,-3,3,71
1049,69,-3,3,71
1046,72,-3,3,71
1043,75,-3,3,71
1040,78,-3,3,71
1037,81,-3,3,71
1034,84,-3,3,71
1031,87,-3,3,71
1028,90,-3,3,71
1025,93,-3,3,71
1022,96,-3,3,71
1019,99,-3,3,71
1016,102,-3,3,71
1013,105,-3,3,71
1010,108,-3,3,71
1007,111,-3,3,71
1004,114,-3,3,71
1001,117,-3,3,71
998,120,-3,3,71
995,123,-3,3,71
992,126,-3,3,71
989,129,-3,3,71
986,132,-3,3,71
983,135,-3,3,71
980,138,-3,3,71
977,141,-3,3,71
974,144,-3,3,71
971,147,-3,3,71
968,150,-3,3,71
965,153,-3,3,71
962,156,-3,3,71
959,159,-3,3,71
956,162,-3,3,71
953,165,-3,3,71
950,168,-3,3,71
947,171,-3,3,71
944,174,-3,3,71
941,177,-3,3,71
938,180,-3,3,71
935,183,-3,3,71
932,186,-3,3,71
929,189,-3,3,71
926,192,-3,3,71
923,195,-3,3,71
920,198,-3,3,71
917,201,-3,3,71
914,204,-3,3,71
911,207,-3,3,71
908,210,-3,3,71
905,213,-3,3,71
902,216,-3,3,71
899,219,-3,3,71
896,222,-3,3,71
893,225,-3,3,71
890,228,-3,3,71
887,231,-3,3,71
884,234,-3,3,71
881,237,-3,3,71
878,240,-3,3,71
875,243,-3,3,71
872,246,-3,3,71
869,249,-3,3,71
866,252,-3,3,71
863,255,-3,3,71
860,258,-3,3,71
857,261,-3,3,71
854,264,-3,3,71
851,267,-3,3,71
848,270,-3,3,71
845,273,-3,3,71
842,276,-3,3,71
839,279,-3,3,71
836,282,-3,3,71
833,285,-3,3,71
830,288,-3,3,71
827,291,-3,3,71
824,294,-3,3,71
821,297,-3,3,71
818,300,-3,3,71
815,303,-3,3,71
812,306,-3,3,71
809,309,-3,3,71
806,312,-3,3,71
803,315,-3,3,71
800,318,-3,3,71
797,321,-3,3,71
794,324,-3,3,71
791,327,-3,3,71
788,330,-3,3,71
785,333,-3,3,71
782,336,-3,3,71
779,339,-3,3,71
776,342,-3,3,71
773,345,-3,3,71
770,348,-3,3,71
767,351,-3,3,71
764,354,-3,3,71
761,357,-3,3,71
758,360,-3,3,71
755,363,-3,3,71
752,366,-3,3,71
749,369,-3,3,71
746,372,-3,3,71
743,375,-3,3,71
740,378,-3,3,71
737,381,-3,3,71
734,384,-3,3,71
731,387,-3,3,71
728,390,-3,3,71
725,393,-3,3,71
722,396,-3,3,71
719,399,-3,3,71
716,402,-3,3,71
713,405,-3,3,71
710,408,-3,3,71
707,411,-3,3,71
704,414,-3,3,71
701,417,-3,3,71
698,420,-3,3,71
695,423,-3,3,71
692,426,-3,3,71
689,429,-3,3,71
686,432,-3,3,71
683,435,-3,3,71
680,438,-3,3,71
677,441,-3,3,71
674,444,-3,3,71
671,447,-3,3,71
668,450,-3,3,71
665,453,-3,3,71
662,456,-3,3,71
659,459,-3,3,71
656,462,-3,3,71
653,465,-3,3,71
650,468,-3,3,71
647,471,-3,3,71
644,474,-3,3,71
641,477,-3,3,71
638,480,-3,3,71
635,483,-3,3,71
632,486,-3,3,71
629,489,-3,3,71
626,492,-3,3,71
623,495,-3,3,71
620,498,-3,3,71
617,501,-3,3,71
614,504,-3,3,71
611,507,-3,3,71
608,510,-3,3,71
605,513,-3,3,71
602,516,-3,3,71
599,519,-3,3,71
596,522,-3,3,71
593,525,-3,3,71
590,528,-3,3,71
587,531,-3,3,71
584,534,-3,3,71
581,537,-3,3,71
578,540,-3,3,71
575,543,-3,3,71
572,546,-3,3,71
569,549,-3,3,71
566,552,-3,3,71
563,555,-3,3,71
560,558,-3,3,71
560,558,-3,-3,71
557,555,-3,-3,71
554,552,-3,-3,71
551,549,-3,-3,71
548,546,-3,-3,71
545,543,-3,-3,71
542,540,-3,-3,71
539,537,-3,-3,71
536,534,-3,-3,71
533,531,-3,-3,71
530,528,-3,-3,71
527,525,-3,-3,71
524,522,-3,-3,71
521,519,-3,-3,71
518,516,-3,-3,71
515,513,-3,-3,71
512,510,-3,-3,71
509,507,-3,-3,71
506,504,-3,-3,71
503,501,-3,-3,71
500,498,-3,-3,71
497,495,-3,-3,71
494,492,-3,-3,71
491,489,-3,-3,71
488,486,-3,-3,71
485,483,-3,-3,71
482,480,-3,-3,71
479,477,-3,-3,71
476,474,-3,-3,71
473,471,-3,-3,71
470,468,-3,-3,71
467,465,-3,-3,71
464,462,-3,-3,71
461,459,-3,-3,71
458,456,-3,-3,71
455,453,-3,-3,71
452,450,-3,-3,71
449,447,-3,-3,71
446,444,-3,-3,71
443,441,-3,-3,71
440,438,-3,-3,71
437,435,-3,-3,71
434,432,-3,-3,71
431,429,-3,-3,71
428,426,-3,-3,71
425,423,-3,-3,71
422,420,-3,-3,71
419,417,-3,-3,71
416,414,-3,-3,71
413,411,-3,-3,71
410,408,-3,-3,71
407,405,-3,-3,71
404,402,-3,-3,71
401,399,-3,-3,71
398,396,-3,-3,71
395,393,-3,-3,71
392,390,-3,-3,71
389,387,-3,-3,71
386,384,-3,-3,71
383,381,-3,-3,71
380,378,-3,-3,71
377,375,-3,-3,71
374,372,-3,-3,71
371,369,-3,-3,71
368,366,-3,-3,71
365,363,-3,-3,71
362,360,-3,-3,71
359,357,-3,-3,71
356,354,-3,-3,71
353,351,-3,-3,71
350,348,-3,-3,71
347,345,-3,-3,71
344,342,-3,-3,71
341,339,-3,-3,71
338,336,-3,-3,71
335,333,-3,-3,71
332,330,-3,-3,71
329,327,-3,-3,71
326,324,-3,-3,71
323,321,-3,-3,71
320,318,-3,-3,71
317,315,-3,-3,71
314,312,-3,-3,71
311,309,-3,-3,71
308,306,-3,-3,71
305,303,-3,-3,71
302,300,-3,-3,71
299,297,-3,-3,71
296,294,-3,-3,71
293,291,-3,-3,71
290,288,-3,-3,71
287,285,-3,-3,71
284,282,-3,-3,71
281,279,-3,-3,71
278,276,-3,-3,71
275,273,-3,-3,71
272,270,-3,-3,71
269,267,-3,-3,71
266,264,-3,-3,71
263,261,-3,-3,71
260,258,-3,-3,71
257,255,-3,-3,71
254,252,-3,-3,71
251,249,-3,-3,71
248,246,-3,-3,71
245,243,-3,-3,71
242,240,-3,-3,71
239,237,-3,-3,71
236,234,-3,-3,71
233,231,-3,-3,71
230,228,-3,-3,71
227,225,-3,-3,71
224,222,-3,-3,71
221,219,-3,-3,71
218,216,-3,-3,71
215,213,-3,-3,71
212,210,-3,-3,71
209,207,-3,-3,71
206,204,-3,-3,71
203,201,-3,-3,71
200,198,-3,-3,71
197,195,-3,-3,71
194,192,-3,-3,71
191,189,-3,-3,71
188,186,-3,-3,71
185,183,-3,-3,71
182,180,-3,-3,71
179,177,-3,-3,71
176,174,-3,-3,71
173,171,-3,-3,71
170,168,-3,-3,71
167,165,-3,-3,71
164,162,-3,-3,71
161,159,-3,-3,71
158,156,-3,-3,71
155,153,-3,-3,71
152,150,-3,-3,71
149,147,-3,-3,71
146,144,-3,-3,71
143,141,-3,-3,71
140,138,-3,-3,71
137,135,-3,-3,71
134,132,-3,-3,71
131,129,-3,-3,71
128,126,-3,-3,71
125,123,-3,-3,71
122,120,-3,-3,71
119,117,-3,-3,71
116,114,-3,-3,71
113,111,-3,-3,71
110,108,-3,-3,71
107,105,-3,-3,71
104,102,-3,-3,71
101,99,-3,-3,71
98,96,-3,-3,71
95,93,-3,-3,71
92,90,-3,-3,71
89,87,-3,-3,71
86,84,-3,-3,71
83,81,-3,-3,71
80,78,-3,-3,71
77,75,-3,-3,71
74,72,-3,-3,71
71,69,-3,-3,71
68,66,-3,-3,71
65,63,-3,-3,71
62,60,-3,-3,71
59,57,-3,-3,71
56,54,-3,-3,71
53,51,-3,-3,71
50,48,-3,-3,71
47,45,-3,-3,71
44,42,-3,-3,71
44,42,-3,3,71
41,45,-3,3,71
41,45,3,3,71
44,48,3,3,71
47,51,3,3,71
50,54,3,3,71
53,57,3,3,71
56,60,3,3,71
59,63,3,3,71
62,66,3,3,71
65,69,3,3,71
68,72,3,3,71
71,75,3,3,71
74,78,3,3,71
77,81,3,3,71
80,84,3,3,71
83,87,3,3,71
86,90,3,3,71
89,93,3,3,71
92,96,3,3,71
95,99,3,3,71
98,102,3,3,71
101,105,3,3,71
104,108,3,3,71
107,111,3,3,71
110,114,3,3,71
113,117,3,3,71
116,120,3,3,71
119,123,3,3,71
122,126,3,3,71
125,129,3,3,71
128,132,3,3,71
131,135,3,3,71
134,138,3,3,71
137,141,3,3,71
140,144,3,3,71
143,147,3,3,71
146,150,3,3,71
149,153,3,3,71
152,156,3,3,71
155,159,3,3,71
158,162,3,3,71
161,165,3,3,71
164,168,3,3,71
167,171,3,3,71
170,174,3,3,71
173,177,3,3,71
176,180,3,3,71
179,183,3,3,71
182,186,3,3,71
185,189,3,3,71
188,192,3,3,71
191,195,3,3,71
194,198,3,3,71
197,201,3,3,71
200,204,3,3,71
203,207,3,3,71
206,210,3,3,71
209,213,3,3,71
212,216,3,3,71
215,219,3,3,71
218,222,3,3,71
221,225,3,3,71
224,228,3,3,71
227,231,3,3,71
230,234,3,3,71
233,237,3,3,71
236,240,3,3,71
239,243,3,3,71
242,246,3,3,71
245,249,3,3,71
248,252,3,3,71
251,255,3,3,71
254,258,3,3,71
257,261,3,3,71
260,264,3,3,71
263,267,3,3,71
266,270,3,3,71
269,273,3,3,71
272,276,3,3,71
275,279,3,3,71
278,282,3,3,71
281,285,3,3,71
284,288,3,3,71
287,291,3,3,71
290,294,3,3,71
